epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,339.73,5.21688,12.5542,4.34848,0,0,0,0,5.6942,10.041,4.16826,0.00032867,0.00032867,0.00032867
2,672.589,4.49649,9.7197,3.98782,0,0,0,0,5.70855,9.54695,4.19464,0.000449992,0.000449992,0.000449992
3,990.483,3.37249,7.19886,3.38919,0,0,0,0,5.73781,9.18036,4.24489,0.000344961,0.000344961,0.000344961
